municipality_code,municipality_name,population_year,municipal_population
28110,Perales de Tajuña,2025,3257.0
28111,Pezuela de las Torres,2025,1003.0
28112,Pinilla del Valle,2025,200.0
28113,Pinto,2025,56592.0
28114,Piñuécar-Gandullas,2025,184.0
28115,Pozuelo de Alarcón,2025,89474.0
28116,Pozuelo del Rey,2025,1312.0
28117,Prádena del Rincón,2025,146.0
28118,Puebla de la Sierra,2025,99.0
28119,Quijorna,2025,4014.0
28120,Rascafría,2025,1698.0
28121,Redueña,2025,287.0
28122,Ribatejada,2025,925.0
28123,Rivas-Vaciamadrid,2025,103243.0
28124,Robledillo de la Jara,2025,119.0
28125,Robledo de Chavela,2025,4874.0
28126,Robregordo,2025,79.0
28127,"Rozas de Madrid, Las",2025,99579.0
28128,Rozas de Puerto Real,2025,582.0
28129,San Agustín del Guadalix,2025,13947.0
28130,San Fernando de Henares,2025,39033.0
28131,San Lorenzo de El Escorial,2025,18942.0
28132,San Martín de la Vega,2025,20936.0
28133,San Martín de Valdeiglesias,2025,9302.0
28134,San Sebastián de los Reyes,2025,97330.0
28135,Santa María de la Alameda,2025,1596.0
28136,Santorcaz,2025,1015.0
28137,"Santos de la Humosa, Los",2025,2890.0
28138,"Serna del Monte, La",2025,110.0
28140,Serranillos del Valle,2025,4681.0
28141,Sevilla la Nueva,2025,9823.0
28143,Somosierra,2025,93.0
28144,Soto del Real,2025,9459.0
28145,Talamanca de Jarama,2025,4621.0
28146,Tielmes,2025,2940.0
28147,Titulcia,2025,1398.0
28148,Torrejón de Ardoz,2025,144211.0
28149,Torrejón de la Calzada,2025,10618.0
28150,Torrejón de Velasco,2025,4895.0
28151,Torrelaguna,2025,5076.0
28152,Torrelodones,2025,25324.0
28153,Torremocha de Jarama,2025,1155.0
28154,Torres de la Alameda,2025,7829.0
28155,Valdaracete,2025,664.0
28156,Valdeavero,2025,1892.0
28157,Valdelaguna,2025,1120.0
28158,Valdemanco,2025,1119.0
28159,Valdemaqueda,2025,871.0
28160,Valdemorillo,2025,14395.0
28161,Valdemoro,2025,86078.0
28162,Valdeolmos-Alalpardo,2025,4633.0
28163,Valdepiélagos,2025,615.0
28164,Valdetorres de Jarama,2025,5209.0
28165,Valdilecha,2025,3313.0
28166,Valverde de Alcalá,2025,567.0
28167,Velilla de San Antonio,2025,14467.0
28168,"Vellón, El",2025,2273.0
28169,Venturada,2025,2633.0
28170,Villaconejos,2025,3565.0
28171,Villa del Prado,2025,7743.0
28172,Villalbilla,2025,18661.0
28173,Villamanrique de Tajo,2025,863.0
28174,Villamanta,2025,2929.0
28175,Villamantilla,2025,1674.0
28176,Villanueva de la Cañada,2025,23784.0
28177,Villanueva del Pardillo,2025,18415.0
28178,Villanueva de Perales,2025,1762.0
28179,Villar del Olmo,2025,2333.0
28180,Villarejo de Salvanés,2025,8035.0
28181,Villaviciosa de Odón,2025,30068.0
28182,Villavieja del Lozoya,2025,335.0
28183,Zarzalejo,2025,1937.0
28901,Lozoyuela-Navas-Sieteiglesias,2025,1475.0
28902,Puentes Viejas,2025,762.0
28903,Tres Cantos,2025,54506.0
29001,Alameda,2025,5434.0
29002,Alcaucín,2025,2713.0
29003,Alfarnate,2025,1036.0
29004,Alfarnatejo,2025,363.0
29005,Algarrobo,2025,7096.0
29006,Algatocín,2025,815.0
29007,Alhaurín de la Torre,2025,45324.0
29008,Alhaurín el Grande,2025,27610.0
29009,Almáchar,2025,1958.0
29010,Almargen,2025,1885.0
29011,Almogía,2025,4263.0
29012,Álora,2025,13639.0
29013,Alozaina,2025,2130.0
29014,Alpandeire,2025,241.0
29015,Antequera,2025,41823.0
29016,Árchez,2025,444.0
29017,Archidona,2025,8098.0
29018,Ardales,2025,2520.0
29019,Arenas,2025,1317.0
29020,Arriate,2025,4047.0
29021,Atajate,2025,176.0
29022,Benadalid,2025,224.0
29023,Benahavís,2025,9765.0
29024,Benalauría,2025,464.0
29025,Benalmádena,2025,78787.0
29026,Benamargosa,2025,1562.0
29027,Benamocarra,2025,3186.0
29028,Benaoján,2025,1429.0
29029,Benarrabá,2025,459.0
29030,"Borge, El",2025,951.0
29031,"Burgo, El",2025,1758.0
29032,Campillos,2025,8553.0
29033,Canillas de Aceituno,2025,1786.0
29034,Canillas de Albaida,2025,820.0
29035,Cañete la Real,2025,1577.0
29036,Carratraca,2025,800.0
29037,Cartajima,2025,235.0
29038,Cártama,2025,29264.0
29039,Casabermeja,2025,4186.0
29040,Casarabonela,2025,2823.0
29041,Casares,2025,8984.0
29042,Coín,2025,26474.0
29043,Colmenar,2025,3645.0
29044,Comares,2025,1345.0
29045,Cómpeta,2025,3728.0
29046,Cortes de la Frontera,2025,3054.0
29047,Cuevas Bajas,2025,1343.0
29048,Cuevas del Becerro,2025,1618.0
29049,Cuevas de San Marcos,2025,3644.0
29050,Cútar,2025,604.0
29051,Estepona,2025,79593.0
29052,Faraján,2025,287.0
29053,Frigiliana,2025,3459.0
29054,Fuengirola,2025,84857.0
29055,Fuente de Piedra,2025,3044.0
29056,Gaucín,2025,1616.0
29057,Genalguacil,2025,363.0
29058,Guaro,2025,2658.0
29059,Humilladero,2025,3385.0
29060,Igualeja,2025,728.0
29061,Istán,2025,1704.0
29062,Iznate,2025,951.0
29063,Jimera de Líbar,2025,400.0
29064,Jubrique,2025,593.0
29065,Júzcar,2025,210.0
29066,Macharaviaya,2025,522.0
29067,Málaga,2025,597173.0
29068,Manilva,2025,18044.0
29069,Marbella,2025,160478.0
29070,Mijas,2025,94320.0
29071,Moclinejo,2025,1229.0
29072,Mollina,2025,5582.0
29073,Monda,2025,3034.0
29074,Montejaque,2025,946.0
29075,Nerja,2025,22062.0
29076,Ojén,2025,4812.0
29077,Parauta,2025,270.0
29079,Periana,2025,3410.0
29080,Pizarra,2025,10383.0
29081,Pujerra,2025,285.0
29082,Rincón de la Victoria,2025,52355.0
29083,Riogordo,2025,2832.0
29084,Ronda,2025,33708.0
29085,Salares,2025,196.0
29086,Sayalonga,2025,1635.0
29087,Sedella,2025,612.0
29088,Sierra de Yeguas,2025,3419.0
29089,Teba,2025,3686.0
29090,Tolox,2025,2482.0
29091,Torrox,2025,21795.0
29092,Totalán,2025,798.0
29093,Valle de Abdalajís,2025,2457.0
29094,Vélez-Málaga,2025,87798.0
29095,Villanueva de Algaidas,2025,4075.0
29096,Villanueva del Rosario,2025,3469.0
29097,Villanueva del Trabuco,2025,5550.0
29098,Villanueva de Tapia,2025,1392.0
29099,Viñuela,2025,2042.0
29100,Yunquera,2025,2865.0
29901,Torremolinos,2025,71270.0
29902,Villanueva de la Concepción,2025,3294.0
29903,Montecorto,2025,590.0
29904,Serrato,2025,465.0
30001,Abanilla,2025,6283.0
30002,Abarán,2025,13225.0
30003,Águilas,2025,37761.0
30004,Albudeite,2025,1400.0
30005,Alcantarilla,2025,43791.0
30006,Aledo,2025,1122.0
30007,Alguazas,2025,10419.0
30008,Alhama de Murcia,2025,24227.0
30009,Archena,2025,20795.0
30010,Beniel,2025,11548.0
30011,Blanca,2025,6836.0
30012,Bullas,2025,11999.0
30013,Calasparra,2025,10384.0
30014,Campos del Río,2025,2161.0
30015,Caravaca de la Cruz,2025,26236.0
30016,Cartagena,2025,220400.0
30017,Cehegín,2025,14650.0
30018,Ceutí,2025,13152.0
30019,Cieza,2025,35452.0
30020,Fortuna,2025,11563.0
30021,Fuente Álamo de Murcia,2025,19088.0
30022,Jumilla,2025,27434.0
30023,Librilla,2025,5894.0
30024,Lorca,2025,98613.0
30025,Lorquí,2025,7932.0
30026,Mazarrón,2025,35642.0
30027,Molina de Segura,2025,78210.0
30028,Moratalla,2025,7515.0
30029,Mula,2025,17986.0
30030,Murcia,2025,477631.0
30031,Ojós,2025,549.0
30032,Pliego,2025,4062.0
30033,Puerto Lumbreras,2025,18240.0
30034,Ricote,2025,1203.0
30035,San Javier,2025,36385.0
30036,San Pedro del Pinatar,2025,29726.0
30037,Torre-Pacheco,2025,41158.0
30038,"Torres de Cotillas, Las",2025,22814.0
30039,Totana,2025,34162.0
30040,Ulea,2025,922.0
30041,"Unión, La",2025,21318.0
30042,Villanueva del Río Segura,2025,4146.0
30043,Yecla,2025,36398.0
30901,Santomera,2025,16394.0
30902,"Alcázares, Los",2025,20163.0
31001,Abáigar,2025,77.0
31002,Abárzuza/Abartzuza,2025,509.0
31003,Abaurregaina/Abaurrea Alta,2025,122.0
31004,Abaurrepea/Abaurrea Baja,2025,30.0
31005,Aberin,2025,408.0
31006,Ablitas,2025,2647.0
31007,Adiós,2025,193.0
31008,Aguilar de Codés,2025,74.0
31009,Aibar/Oibar,2025,759.0
31010,Altsasu/Alsasua,2025,7705.0
31011,Allín/Allin,2025,884.0
31012,Allo,2025,1025.0
31013,Améscoa Baja,2025,729.0
31014,Ancín/Antzin,2025,368.0
31015,Andosilla,2025,2931.0
31016,Ansoáin/Antsoain,2025,10656.0
31017,Anue,2025,499.0
31018,Añorbe,2025,621.0
31019,Aoiz/Agoitz,2025,3083.0
31020,Araitz,2025,510.0
31021,Aranarache/Aranaratxe,2025,70.0
31022,Arantza,2025,627.0
31023,Aranguren,2025,13200.0
31024,Arano,2025,108.0
31025,Arakil,2025,990.0
31026,Aras,2025,151.0
31027,Arbizu,2025,1106.0
31028,Arce/Artzi,2025,295.0
31029,"Arcos, Los",2025,1173.0
31030,Arellano,2025,164.0
31031,Areso,2025,260.0
31032,Arguedas,2025,2310.0
31033,Aria,2025,51.0
31034,Aribe,2025,34.0
31035,Armañanzas,2025,47.0
31036,Arróniz,2025,1063.0
31037,Arruazu,2025,122.0
31038,Artajona,2025,1777.0
31039,Artazu,2025,125.0
31040,Atetz,2025,229.0
31041,Ayegui/Aiegi,2025,2582.0
31042,Azagra,2025,3740.0
31043,Azuelo,2025,29.0
31044,Bakaiku,2025,342.0
31045,Barásoain,2025,603.0
31046,Barbarin,2025,46.0
31047,Bargota,2025,237.0
31048,Barillas,2025,238.0
31049,Basaburua,2025,819.0
31050,Baztan,2025,7837.0
31051,Beire,2025,276.0
31052,Belascoáin,2025,124.0
31053,Berbinzana,2025,667.0
31054,Bertizarana,2025,679.0
31055,Betelu,2025,379.0
31056,Biurrun-Olcoz,2025,227.0
31057,Buñuel,2025,2314.0
31058,Auritz/Burguete,2025,235.0
31059,Burgui/Burgi,2025,190.0
31060,Burlada/Burlata,2025,21229.0
31061,"Busto, El",2025,56.0
31062,Cabanillas,2025,1366.0
31063,Cabredo,2025,73.0
31064,Cadreita,2025,2181.0
31065,Caparroso,2025,2913.0
31066,Cárcar,2025,1159.0
31067,Carcastillo,2025,2411.0
31068,Cascante,2025,4221.0
31069,Cáseda,2025,912.0
31070,Castejón,2025,4751.0
31071,Castillonuevo,2025,14.0
31072,Cintruénigo,2025,8554.0
31073,Ziordia,2025,364.0
31074,Cirauqui/Zirauki,2025,474.0
31075,Ciriza/Ziritza,2025,168.0
31076,Cizur,2025,3947.0
31077,Corella,2025,8734.0
31078,Cortes,2025,3164.0
31079,Desojo,2025,69.0
31080,Dicastillo,2025,561.0
31081,Donamaria,2025,445.0
31082,Etxalar,2025,803.0
31083,Echarri/Etxarri,2025,78.0
31084,Etxarri Aranatz,2025,2551.0
31085,Etxauri,2025,674.0
31086,Valle de Egüés/Eguesibar,2025,22785.0
31087,Elgorriaga,2025,210.0
31088,Noáin (Valle de Elorz)/Noain (Elortzibar),2025,8447.0
31089,Enériz/Eneritz,2025,328.0
31090,Eratsun,2025,154.0
31091,Ergoiena,2025,390.0
31092,Erro,2025,814.0
31093,Ezcároz/Ezkaroze,2025,297.0
31094,Eslava,2025,97.0
31095,Esparza de Salazar/Espartza Zaraitzu,2025,75.0
31096,Espronceda,2025,102.0
31097,Estella-Lizarra,2025,14356.0
31098,Esteribar,2025,2916.0
31099,Etayo,2025,72.0
31100,Eulate,2025,278.0
31101,Ezcabarte,2025,1902.0
31102,Ezkurra,2025,125.0
31103,Ezprogui,2025,48.0
31104,Falces,2025,2383.0
31105,Fitero,2025,2366.0
31106,Fontellas,2025,1047.0
31107,Funes,2025,2586.0
31108,Fustiñana,2025,2427.0
31109,Galar,2025,2424.0
31110,Gallipienzo/Galipentzu,2025,100.0
31111,Gallués/Galoze,2025,95.0
31112,Garaioa,2025,91.0
31113,Garde,2025,132.0
31114,Garínoain,2025,529.0
31115,Garralda,2025,183.0
31116,Genevilla,2025,71.0
31117,Goizueta,2025,682.0
31118,Goñi,2025,166.0
31119,Güesa/Gorza,2025,38.0
31120,Guesálaz/Gesalatz,2025,462.0
31121,Guirguillano,2025,76.0
31122,Huarte/Uharte,2025,7900.0
31123,Uharte Arakil,2025,772.0
31124,Ibargoiti,2025,279.0
31125,Igúzquiza,2025,307.0
31126,Imotz,2025,433.0
31127,Irañeta,2025,172.0
31128,Isaba/Izaba,2025,385.0
31129,Ituren,2025,542.0
31130,Iturmendi,2025,429.0
31131,Iza/Itza,2025,1456.0
31132,Izagaondoa,2025,154.0
31133,Izalzu/Itzaltzu,2025,36.0
31134,Jaurrieta,2025,179.0
31135,Javier,2025,103.0
31136,Juslapeña/Txulapain,2025,565.0
31137,Beintza-Labaien,2025,229.0
31138,Lakuntza,2025,1336.0
31139,Lana,2025,151.0
31140,Lantz,2025,150.0
31141,Lapoblación,2025,124.0
31142,Larraga,2025,2160.0
31143,Larraona,2025,100.0
31144,Larraun,2025,924.0
31145,Lazagurría,2025,171.0
31146,Leache/Leatxe,2025,36.0
31147,Legarda,2025,143.0
31148,Legaria,2025,114.0
31149,Leitza,2025,3025.0
31150,Leoz/Leotz,2025,202.0
31151,Lerga,2025,46.0
31152,Lerín,2025,1817.0
31153,Lesaka,2025,2715.0
31154,Lezaun,2025,248.0
31155,Liédena,2025,352.0
31156,Lizoain-Arriasgoiti/Lizoainibar-Arriasgoiti,2025,287.0
31157,Lodosa,2025,4942.0
31158,Lónguida/Longida,2025,310.0
31159,Lumbier,2025,1345.0
31160,Luquin,2025,135.0
31161,Mañeru,2025,454.0
31162,Marañón,2025,50.0
31163,Marcilla,2025,2934.0
31164,Mélida,2025,740.0
31165,Mendavia,2025,3591.0
31166,Mendaza,2025,287.0
31167,Mendigorria,2025,1275.0
31168,Metauten,2025,263.0
31169,Milagro,2025,3728.0
31170,Mirafuentes,2025,56.0
31171,Miranda de Arga,2025,902.0
31172,Monreal/Elo,2025,512.0
31173,Monteagudo,2025,1082.0
31174,Morentin,2025,109.0
31175,Mues,2025,86.0
31176,Murchante,2025,4247.0
31177,Murieta,2025,363.0
31178,Murillo el Cuende,2025,699.0
31179,Murillo el Fruto,2025,681.0
31180,Muruzábal,2025,280.0
31181,Navascués/Nabaskoze,2025,117.0
31182,Nazar,2025,40.0
31183,Obanos,2025,921.0
31184,Oco,2025,64.0
31185,Ochagavía/Otsagabia,2025,493.0
31186,Odieta,2025,366.0
31187,Oiz,2025,129.0
31188,Olaibar,2025,400.0
31189,Olazti/Olazagutía,2025,1442.0
31190,Olejua,2025,49.0
31191,Olite/Erriberri,2025,4091.0
31192,Olóriz/Oloritz,2025,209.0
31193,Cendea de Olza/Oltza Zendea,2025,1873.0
31194,Valle de Ollo/Ollaran,2025,453.0
31195,Orbaizeta,2025,186.0
31196,Orbara,2025,28.0
31197,Orísoain,2025,72.0
31198,Oronz/Orontze,2025,51.0
31199,Oroz-Betelu/Orotz-Betelu,2025,144.0
31200,Oteiza,2025,970.0
31201,Pamplona/Iruña,2025,209676.0
31202,Peralta/Azkoien,2025,6063.0
31203,Petilla de Aragón,2025,29.0
31204,Piedramillera,2025,47.0
31205,Pitillas,2025,522.0
31206,Puente la Reina/Gares,2025,2969.0
31207,Pueyo/Puiu,2025,383.0
31208,Ribaforada,2025,3691.0
31209,Romanzado/Erromantzatua,2025,181.0
31210,Roncal/Erronkari,2025,208.0
31211,Orreaga/Roncesvalles,2025,25.0
31212,Sada,2025,137.0
31213,Saldías,2025,125.0
31214,Salinas de Oro/Jaitz,2025,110.0
31215,San Adrián,2025,6500.0
31216,Sangüesa/Zangoza,2025,4876.0
31217,San Martín de Unx,2025,352.0
31219,Sansol,2025,91.0
31220,Santacara,2025,868.0
31221,Doneztebe/Santesteban,2025,1852.0
31222,Sarriés/Sartze,2025,58.0
31223,Sartaguda,2025,1364.0
31224,Sesma,2025,1257.0
31225,Sorlada,2025,41.0
31226,Sunbilla,2025,685.0
31227,Tafalla,2025,10867.0
31228,Tiebas-Muruarte de Reta,2025,690.0
31229,Tirapu,2025,49.0
31230,Torralba del Río,2025,97.0
31231,Torres del Río,2025,113.0
31232,Tudela,2025,38773.0
31233,Tulebras,2025,160.0
31234,Ucar,2025,194.0
31235,Ujué/Uxue,2025,169.0
31236,Ultzama,2025,1597.0
31237,Unciti,2025,257.0
31238,Unzué/Untzue,2025,164.0
31239,Urdazubi/Urdax,2025,372.0
31240,Urdiain,2025,651.0
31241,Urraul Alto,2025,136.0
31242,Urraul Bajo,2025,330.0
31243,Urroz-Villa,2025,406.0
31244,Urroz,2025,175.0
31245,Urzainqui/Urzainki,2025,77.0
31246,Uterga,2025,177.0
31247,Uztárroz/Uztarroze,2025,139.0
31248,Luzaide/Valcarlos,2025,327.0
31249,Valtierra,2025,2496.0
31250,Bera,2025,3817.0
31251,Viana,2025,4459.0
31252,Vidángoz/Bidankoze,2025,74.0
31253,Bidaurreta,2025,178.0
31254,Villafranca,2025,3169.0
31255,Villamayor de Monjardín,2025,113.0
31256,Hiriberri/Villanueva de Aezkoa,2025,96.0
31257,Villatuerta,2025,1260.0
31258,Villava/Atarrabia,2025,9918.0
31259,Igantzi,2025,578.0
31260,Valle de Yerri/Deierri,2025,1546.0
31261,Yesa,2025,294.0
31262,Zabalza/Zabaltza,2025,285.0
31263,Zubieta,2025,290.0
31264,Zugarramurdi,2025,223.0
31265,Zúñiga,2025,78.0
31901,Barañáin/Barañain,2025,19588.0
31902,Berrioplano/Berriobeiti,2025,7624.0
31903,Berriozar,2025,11317.0
31904,Irurtzun,2025,2298.0
31905,Beriáin,2025,4180.0
31906,Orkoien,2025,4097.0
31907,Zizur Mayor/Zizur Nagusia,2025,16466.0
31908,Lekunberri,2025,1747.0
32001,Allariz,2025,6505.0
32002,Amoeiro,2025,2441.0
32003,"Arnoia, A",2025,946.0
32004,Avión,2025,1704.0
32005,Baltar,2025,864.0
32006,Bande,2025,1459.0
32007,Baños de Molgas,2025,1470.0
32008,Barbadás,2025,11192.0
32009,"Barco de Valdeorras, O",2025,13370.0
32010,Beade,2025,363.0
32011,Beariz,2025,893.0
32012,"Blancos, Os",2025,700.0
32013,Boborás,2025,2159.0
32014,"Bola, A",2025,1132.0
32015,"Bolo, O",2025,784.0
32016,Calvos de Randín,2025,647.0
32017,Carballeda de Valdeorras,2025,1345.0
32018,Carballeda de Avia,2025,1172.0
32019,"Carballiño, O",2025,14238.0
32020,Cartelle,2025,2463.0
32021,Castrelo do Val,2025,947.0
32022,Castrelo de Miño,2025,1286.0
32023,Castro Caldelas,2025,1237.0
32024,Celanova,2025,5695.0
32025,Cenlle,2025,1067.0
32026,Coles,2025,3227.0
32027,Cortegada,2025,1023.0
32028,Cualedro,2025,1530.0
32029,Chandrexa de Queixa,2025,471.0
32030,Entrimo,2025,1092.0
32031,Esgos,2025,1105.0
32032,Xinzo de Limia,2025,9655.0
32033,Gomesende,2025,640.0
32034,"Gudiña, A",2025,1197.0
32035,"Irixo, O",2025,1344.0
32036,Xunqueira de Ambía,2025,1342.0
32037,Xunqueira de Espadanedo,2025,694.0
32038,Larouco,2025,484.0
32039,Laza,2025,1151.0
32040,Leiro,2025,1515.0
32041,Lobeira,2025,700.0
32042,Lobios,2025,1777.0
32043,Maceda,2025,2872.0
32044,Manzaneda,2025,767.0
32045,Maside,2025,2762.0
32046,Melón,2025,1079.0
32047,"Merca, A",2025,1976.0
32048,"Mezquita, A",2025,991.0
32049,Montederramo,2025,659.0
32050,Monterrei,2025,2415.0
32051,Muíños,2025,1380.0
32052,Nogueira de Ramuín,2025,2070.0
32053,Oímbra,2025,1681.0
32054,Ourense,2025,105609.0
32055,Paderne de Allariz,2025,1341.0
32056,Padrenda,2025,1537.0
32057,Parada de Sil,2025,499.0
32058,"Pereiro de Aguiar, O",2025,6786.0
32059,"Peroxa, A",2025,1795.0
32060,Petín,2025,854.0
32061,Piñor,2025,1103.0
32062,Porqueira,2025,806.0
32063,"Pobra de Trives, A",2025,1925.0
32064,Pontedeva,2025,459.0
32065,Punxín,2025,744.0
32066,Quintela de Leirado,2025,586.0
32067,Rairiz de Veiga,2025,1153.0
32068,Ramirás,2025,1480.0
32069,Ribadavia,2025,4917.0
32070,San Xoán de Río,2025,516.0
32071,Riós,2025,1374.0
32072,"Rúa, A",2025,4217.0
32073,Rubiá,2025,1391.0
32074,San Amaro,2025,1032.0
32075,San Cibrao das Viñas,2025,5777.0
32076,San Cristovo de Cea,2025,1963.0
32077,Sandiás,2025,1087.0
32078,Sarreaus,2025,1068.0
32079,Taboadela,2025,1479.0
32080,"Teixeira, A",2025,329.0
32081,Toén,2025,2333.0
32082,Trasmiras,2025,1215.0
32083,"Veiga, A",2025,873.0
32084,Verea,2025,971.0
32085,Verín,2025,13921.0
32086,Viana do Bolo,2025,2717.0
32087,Vilamarín,2025,1838.0
32088,Vilamartín de Valdeorras,2025,1821.0
32089,Vilar de Barrio,2025,1175.0
32090,Vilar de Santos,2025,786.0
32091,Vilardevós,2025,1622.0
32092,Vilariño de Conso,2025,501.0
33001,Allande,2025,1507.0
33002,Aller,2025,10007.0
33003,Amieva,2025,591.0
33004,Avilés,2025,75915.0
33005,Belmonte de Miranda,2025,1366.0
33006,Bimenes,2025,1632.0
33007,Boal,2025,1372.0
33008,Cabrales,2025,1902.0
33009,Cabranes,2025,1095.0
33010,Candamo,2025,1902.0
33011,Cangas del Narcea,2025,11290.0
33012,Cangas de Onís,2025,6366.0
33013,Caravia,2025,487.0
33014,Carreño,2025,10296.0
33015,Caso,2025,1444.0
33016,Castrillón,2025,21986.0
33017,Castropol,2025,3201.0
33018,Coaña,2025,3314.0
33019,Colunga,2025,3168.0
33020,Corvera de Asturias,2025,15793.0
33021,Cudillero,2025,4896.0
33022,Degaña,2025,767.0
33023,"Franco, El",2025,3740.0
33024,Gijón,2025,271259.0
33025,Gozón,2025,10396.0
33026,Grado,2025,9656.0
33027,Grandas de Salime,2025,767.0
33028,Ibias,2025,1084.0
33029,Illano,2025,278.0
33030,Illas,2025,1049.0
33031,Langreo,2025,38615.0
33032,Laviana,2025,12393.0
33033,Lena,2025,10411.0
33034,Valdés,2025,10763.0
33035,Llanera,2025,14010.0
33036,Llanes,2025,13529.0
33037,Mieres,2025,36368.0
33038,Morcín,2025,2459.0
33039,Muros de Nalón,2025,1953.0
33040,Nava,2025,5257.0
33041,Navia,2025,8039.0
33042,Noreña,2025,5127.0
33043,Onís,2025,746.0
33044,Oviedo,2025,223576.0
33045,Parres,2025,5141.0
33046,Peñamellera Alta,2025,496.0
33047,Peñamellera Baja,2025,1195.0
33048,Pesoz,2025,134.0
33049,Piloña,2025,6729.0
33050,Ponga,2025,573.0
33051,Pravia,2025,7786.0
33052,Proaza,2025,690.0
33053,Quirós,2025,1141.0
33054,"Regueras, Las",2025,1881.0
33055,Ribadedeva,2025,1700.0
33056,Ribadesella,2025,5629.0
33057,Ribera de Arriba,2025,1852.0
33058,Riosa,2025,1684.0
33059,Salas,2025,4766.0
33060,San Martín del Rey Aurelio,2025,15526.0
33061,San Martín de Oscos,2025,336.0
33062,Santa Eulalia de Oscos,2025,423.0
33063,San Tirso de Abres,2025,397.0
33064,Santo Adriano,2025,283.0
33065,Sariego,2025,1251.0
33066,Siero,2025,52997.0
33067,Sobrescobio,2025,842.0
33068,Somiedo,2025,1045.0
33069,Soto del Barco,2025,3816.0
33070,Tapia de Casariego,2025,3535.0
33071,Taramundi,2025,545.0
33072,Teverga,2025,1504.0
33073,Tineo,2025,8705.0
33074,Vegadeo,2025,3938.0
33075,Villanueva de Oscos,2025,244.0
33076,Villaviciosa,2025,15386.0
33077,Villayón,2025,1052.0
33078,Yernes y Tameza,2025,134.0
34001,Abarca de Campos,2025,38.0
34003,Abia de las Torres,2025,165.0
34004,Aguilar de Campoo,2025,6932.0
34005,Alar del Rey,2025,912.0
34006,Alba de Cerrato,2025,80.0
34009,Amayuelas de Arriba,2025,36.0
34010,Ampudia,2025,589.0
34011,Amusco,2025,418.0
34012,Antigüedad,2025,332.0
34015,Arconada,2025,45.0
34017,Astudillo,2025,1043.0
34018,Autilla del Pino,2025,226.0
34019,Autillo de Campos,2025,125.0
34020,Ayuela,2025,48.0
34022,Baltanás,2025,1225.0
34023,Venta de Baños,2025,6379.0
34024,Baquerín de Campos,2025,21.0
34025,Bárcena de Campos,2025,52.0
34027,Barruelo de Santullán,2025,1168.0
34028,Báscones de Ojeda,2025,136.0
34029,Becerril de Campos,2025,738.0
34031,Belmonte de Campos,2025,28.0
34032,Berzosilla,2025,45.0
34033,Boada de Campos,2025,17.0
34034,Boadilla del Camino,2025,109.0
34035,Boadilla de Rioseco,2025,95.0
34036,Brañosera,2025,253.0
34037,Buenavista de Valdavia,2025,291.0
34038,Bustillo de la Vega,2025,258.0
34039,Bustillo del Páramo de Carrión,2025,58.0
34041,Calahorra de Boedo,2025,82.0
34042,Calzada de los Molinos,2025,307.0
34045,Capillas,2025,68.0
34046,Cardeñosa de Volpejera,2025,64.0
34047,Carrión de los Condes,2025,1993.0
34048,Castil de Vela,2025,54.0
34049,Castrejón de la Peña,2025,322.0
34050,Castrillo de Don Juan,2025,184.0
34051,Castrillo de Onielo,2025,91.0
34052,Castrillo de Villavega,2025,167.0
34053,Castromocho,2025,193.0
34055,Cervatos de la Cueza,2025,242.0
34056,Cervera de Pisuerga,2025,2276.0
34057,Cevico de la Torre,2025,466.0
34058,Cevico Navero,2025,175.0
34059,Cisneros,2025,426.0
34060,Cobos de Cerrato,2025,129.0
34061,Collazos de Boedo,2025,89.0
34062,Congosto de Valdavia,2025,132.0
34063,Cordovilla la Real,2025,134.0
34066,Cubillas de Cerrato,2025,59.0
34067,Dehesa de Montejo,2025,130.0
34068,Dehesa de Romanos,2025,40.0
34069,Dueñas,2025,2604.0
34070,Espinosa de Cerrato,2025,119.0
34071,Espinosa de Villagonzalo,2025,164.0
34072,Frechilla,2025,137.0
34073,Fresno del Río,2025,169.0
34074,Frómista,2025,725.0
34076,Fuentes de Nava,2025,582.0
34077,Fuentes de Valdepero,2025,494.0
34079,Grijota,2025,2838.0
34080,Guardo,2025,5500.0
34081,Guaza de Campos,2025,57.0
34082,Hérmedes de Cerrato,2025,72.0
34083,Herrera de Pisuerga,2025,1873.0
34084,Herrera de Valdecañas,2025,150.0
34086,Hontoria de Cerrato,2025,107.0
34087,Hornillos de Cerrato,2025,172.0
34088,Husillos,2025,413.0
34089,Itero de la Vega,2025,147.0
34091,Lagartos,2025,117.0
34092,Lantadilla,2025,278.0
34093,"Vid de Ojeda, La",2025,85.0
34094,Ledigos,2025,59.0
34096,Lomas,2025,40.0
34098,Magaz de Pisuerga,2025,1065.0
34099,Manquillos,2025,62.0
34100,Mantinos,2025,142.0
34101,Marcilla de Campos,2025,60.0
34102,Mazariegos,2025,202.0
34103,Mazuecos de Valdeginate,2025,78.0
34104,Melgar de Yuso,2025,273.0
34106,Meneses de Campos,2025,109.0
34107,Micieces de Ojeda,2025,67.0
34108,Monzón de Campos,2025,609.0
34109,Moratinos,2025,55.0
34110,Mudá,2025,81.0
34112,Nogal de las Huertas,2025,47.0
34113,Olea de Boedo,2025,39.0
34114,Olmos de Ojeda,2025,165.0
34116,Osornillo,2025,57.0
34120,Palencia,2025,77369.0
34121,Palenzuela,2025,213.0
34122,Páramo de Boedo,2025,104.0
34123,Paredes de Nava,2025,1929.0
